id,deskripsi_laporan,jenis_infrastruktur,kota_administrasi,tingkat_kerusakan,date_laporan
5504,Ada lampu jalan di Jalan Warung Buncit yang sering mati hidup sendiri,Lampu Jalan,Kepulauan Seribu,Ringan,2025-06-17 16:47:59
5505,Trotoar Gang Anggrek runtuh dan menimbulkan lubang besar di pinggir jalan,Trotoar,Jakarta Timur,Berat,2025-04-19 14:32:23
5506,Pohon besar di taman Jalan Pramuka tumbang dan merusak fasilitas sekitar,Taman,Jakarta Barat,Berat,2025-08-30 00:34:11
5507,Got Jalan Raya Pasar Minggu penuh sampah dan lumpur tidak bisa mengalir,Drainase,Jakarta Utara,Sedang,2025-01-26 00:16:34
5508,Fasilitas taman Jalan Sisingamangaraja banyak yang rusak perlu diperbaiki,Taman,Jakarta Utara,Sedang,2025-01-14 15:20:30
5509,Lampu jalan Jalan Daan Mogot meledak dan membakar kabel di sekitarnya,Lampu Jalan,Jakarta Timur,Berat,2025-11-03 05:53:12
5510,Trotoar Gang Anggrek ambles di beberapa titik berbahaya pejln kaki,Trotoar,Jakarta Utara,Sedang,2025-07-19 02:19:38
5511,Saluran air di Jalan Rasuna Said kotor dan berbau perlu dibersihkan,Drainase,Kepulauan Seribu,Ringan,2025-07-03 20:42:05
5512,Bangku taman di Jalan Hayam Wuruk rusak dan tidak bisa digunakan,Taman,Jakarta Pusat,Sedang,2025-03-17 15:43:52
5513,Cat jembatan di Jalan Casablanca mulai mengelupas perlu dicat ulang,Jembatan,Jakarta Timur,Ringan,2025-10-09 05:38:42
5514,Lampu jalan Jalan Pangeran Jayakarta mati total sudah beberapa hari tidak diperbaiki,Lampu Jalan,Jakarta Utara,Sedang,2025-07-18 16:09:29
5515,Lampu jalan Gang Anggrek cahayanya mulai memudar,Lampu Jalan,Jakarta Utara,Ringan,2025-12-25 12:37:42
5516,Got Jalan Raya Bekasi retak dan bocor air merembes ke jalan,Drainase,Kepulauan Seribu,Sedang,2025-08-22 20:03:17
5517,Lampu jalan Jalan Pramuka kabelnya terkelupas berbahaya bila hujan,Lampu Jalan,Kepulauan Seribu,Sedang,2025-01-19 11:14:45
5518,Kabel fiber Jalan Ahmad Yani menyebabkan kebakaran karena korsleting parah,Kabel Fiber,Jakarta Pusat,Berat,2025-02-09 02:50:37
5519,Tutup got di Jalan Casablanca hilang berbahaya bagi pejalan kaki,Drainase,Jakarta Timur,Sedang,2025-07-04 11:27:02
5520,Instalasi kabel fiber Jalan Kebon Jeruk kurang rapi mengganggu estetika,Kabel Fiber,Jakarta Timur,Ringan,2025-08-29 17:41:15
5521,Saluran air di Jalan Pramuka kotor dan berbau perlu dibersihkan,Drainase,Jakarta Utara,Ringan,2025-03-16 09:43:57
5522,Pohon tumbang besar di taman Jalan Ciledug Raya sangat membahayakan warga sekitar,Taman,Jakarta Selatan,Berat,2025-12-18 17:14:21
5523,Area Jalan Kebon Jeruk gelap gulita karena banyak lampu jalan mati,Lampu Jalan,Jakarta Barat,Sedang,2025-12-13 11:06:49
5524,Jembatan Jalan Sisingamangaraja hampir roboh sangat mengancam keselamatan jiwa,Jembatan,Jakarta Selatan,Berat,2025-08-19 21:42:41
5525,Taman Jalan Fatmawati rusak berat akibat vandalisme parah butuh renovasi total,Taman,Jakarta Selatan,Berat,2025-07-06 09:40:02
5526,Drainase Jalan Otista rusak berat banjir menggenangi rumah warga,Drainase,Kepulauan Seribu,Berat,2025-10-30 13:44:40
5527,Tiang penyangga kabel fiber di Gang Dahlia patah menimpa rumah warga,Kabel Fiber,Jakarta Selatan,Berat,2025-05-27 19:24:24
5528,Rumput taman Jalan Ciledug Raya mulai tidak terawat perlu dipangkas,Taman,Kepulauan Seribu,Ringan,2025-09-08 23:16:59
5529,Kabel fiber Gang Anggrek sedikit terkelupas di bagian sambungan,Kabel Fiber,Jakarta Pusat,Ringan,2025-10-14 00:17:28
5530,Saluran got di Jalan Cengkareng mampet total air meluap ke jalan,Drainase,Jakarta Pusat,Sedang,2025-09-10 04:04:28
5531,Trotoar Jalan Raya Kembangan rusak berat ada yang ambles ke saluran drainase bawahnya,Trotoar,Jakarta Selatan,Berat,2025-01-05 17:21:06
5532,Jalan Jalan Otista amblas parah dan sangat berbahaya bagi pengendara,Jalan,Kepulauan Seribu,Berat,2025-07-05 05:59:22
5533,Badan jalan Jalan Cengkareng ambles sangat berbahaya terutama malam hari,Jalan,Jakarta Selatan,Berat,2025-10-25 07:52:40
5534,Tiang penyangga kabel fiber di Jalan Raya Kembangan patah menimpa rumah warga,Kabel Fiber,Jakarta Pusat,Berat,2025-07-09 17:34:08
5535,Kabel fiber di tiang Jalan Haji Nawi terlihat longgar,Kabel Fiber,Jakarta Pusat,Ringan,2025-01-17 18:50:49
5536,Trotoar Gang Mawar berlubang dan bhs bagi pejl kaki,Trotoar,Jakarta Timur,Sedang,2025-04-09 17:25:34
5537,Kabel fiber Jalan Warung Buncit terbakar menyebabkan pemadaman internet massal,Kabel Fiber,Jakarta Utara,Berat,2025-12-17 07:39:02
5538,Trotoar Gang Melati banyak ubin pecah sangat tidak nyaman dilalui,Trotoar,Jakarta Utara,Sedang,2025-07-05 08:25:30
5539,Jembatan Jalan Mangga Dua retak parah dan sangat berbahaya harus ditutup...,Jembatan,Jakarta Utara,Berat,2025-03-25 16:28:38
5540,Drainase Gang Melati jebol menyebabkan banjir parah di pemukiman warga,Drainase,Jakarta Utara,Berat,2025-10-03 13:01:39
5541,Taman Jalan Sisingamangaraja rumputnya sudah panjang perlu dipotong,Taman,Kepulauan Seribu,Ringan,2025-02-03 09:04:13
5542,Kabel fiber di Jalan Warung Buncit sedikit kendur perlu dikencangkan,Kabel Fiber,Jakarta Utara,Ringan,2025-02-19 23:15:22
5543,Jembatan Jalan Raya Kembangan ada bagian yang ambles tidak rata,Jembatan,Jakarta Timur,Sedang,2025-11-25 19:40:52
5544,Instalasi kabel fiber di Gang Dahlia rusak dan mengganggu layanan,Kabel Fiber,Jakarta Utara,Sedang,2025-03-27 06:45:26
5545,Kabel fiber Jalan Fatmawati mengurai dan menggantung di tengah jalan,Kabel Fiber,Jakarta Utara,Sedang,2025-02-08 06:30:46
5546,Jembatan Jalan Pramuka ada sedikit kerusakan minor di permukaan,Jembatan,Jakarta Pusat,Ringan,2025-07-29 00:21:11
5547,Ada kabel fiber di Jalan Daan Mogot yang pengikatnya lepas,Kabel Fiber,Jakarta Timur,Ringan,2025-04-02 08:20:35
5548,Jalan  Jalan  Ciledug  Raya  rsak  sangat  parah  ada  lubang  besar  mengancam  jiwa,Jalan,Jakarta Barat,Berat,2025-09-04 12:21:49
5549,Got Gang Melati retak dan bocor air merembes ke jalan mohon segera ditindaklanjuti,Drainase,Jakarta Barat,Sedang,2025-12-01 05:23:58
5550,Tiang kabel fiber di Jalan Panjang roboh menimpa kendaraan yang lewat mohon segera ditindaklanjuti,Kabel Fiber,Jakarta Selatan,Berat,2025-05-25 09:31:09
5551,Jembatan Jalan Gunung Sahari ada sedikit kerusakan minor di permukaan,Jembatan,Jakarta Pusat,Ringan,2025-05-04 19:06:27
5552,Jembatan Jalan Sisingamangaraja patah di bagian tengah sangat berbahaya darurat warga sekitar sudah mengeluh,Jembatan,Jakarta Pusat,Berat,2025-06-21 01:55:12
5553,Got Gang Anggrek ada sedikit sampah yang menghambat aliran air,Drainase,Jakarta Selatan,Ringan,2025-12-10 08:01:50
5554,Sambungan kabel fiber di Jalan Rasuna Said terputus layanan internet terganggu,Kabel Fiber,Jakarta Selatan,Sedang,2025-10-14 12:54:04
5555,Trotoar Jalan Gatot Subroto runtuh dan menimbulkan lubang besar di pinggir jalan,Trotoar,Kepulauan Seribu,Berat,2025-08-25 23:30:57
5556,Ubin trotoar di Gang Anggrek banyak yang copot dan berlubang,Trotoar,Jakarta Timur,Sedang,2025-12-03 16:08:44
5557,Jembatan Jalan Pramuka ada retakan kecil di permukaan beton,Jembatan,Jakarta Utara,Ringan,2025-05-20 17:36:48
5558,Taman Jalan Gunung Sahari rumputnya sudah panjang perlu dipotong,Taman,Jakarta Barat,Ringan,2025-09-21 01:34:34
5559,Area Jalan Warung Buncit gelap gulita karena banyak lampu jalan mati,Lampu Jalan,Jakarta Utara,Sedang,2025-12-01 12:29:53
5560,Kabel fiber Jalan Cengkareng putus massal akibat bencana menyebabkan blackout digital,Kabel Fiber,Jakarta Barat,Berat,2025-09-05 03:17:05
5561,Permukaan trotoar Jalan Ciledug Raya sedikit tidak rata,Trotoar,Jakarta Selatan,Ringan,2025-08-09 13:33:54
5562,Cat jembatan di Jalan Gunung Sahari mulai mengelupas perlu dicat ulang,Jembatan,Kepulauan Seribu,Ringan,2025-02-26 07:53:20
5563,Trotoar di Jalan Ahmad Yani ada beberapa ubin yang retak kecil,Trotoar,Jakarta Pusat,Ringan,2025-10-06 12:40:24
5564,Permukaan trotoar Jalan Pramuka sedikit tidak rata,Trotoar,Jakarta Pusat,Ringan,2025-05-18 13:39:42
5565,Drainase Jalan Rasuna Said jebol air membanjiri jalan dan rumah warga sekitar,Drainase,Jakarta Pusat,Berat,2025-09-20 07:44:37
5566,Trotoar Gang Melati rusak parah pejalan kaki terpaksa jalan di badan jalan,Trotoar,Jakarta Pusat,Sedang,2025-07-23 19:35:28
5567,Got Jalan Raya Pasar Minggu ada sedikit sampah yang menghambat aliran air,Drainase,Kepulauan Seribu,Ringan,2025-05-30 16:24:36
5568,Jembatan Jalan Muara Baru ada retakan kecil di permukaan beton,Jembatan,Kepulauan Seribu,Ringan,2025-05-23 02:20:21
5569,Trotoar Gang Anggrek rusak berat ada yang ambles ke saluran drainase bawahnya,Trotoar,Kepulauan Seribu,Berat,2025-10-09 10:51:42
5570,Jalur kabel fiber di Jalan Otista tidak tertata dengan baik,Kabel Fiber,Jakarta Timur,Ringan,2025-01-04 03:39:08
5571,Jalan Jalan Otista berlubang di beberapa titik cukup mengganggu,Jalan,Jakarta Timur,Sedang,2025-12-20 21:11:03
5572,Jalan Jalan Fatmawati amblas parah dan banget berbahaya bagi pengendara,Jalan,Jakarta Selatan,Berat,2025-11-25 15:23:15
5573,Ada kabel fiber di Gang Melati yang pengikatnya lepas,Kabel Fiber,Jakarta Timur,Ringan,2025-12-30 12:56:44
5574,Kabel fiber Jalan Cengkareng tergantung rendah berbahaya bagi kendaraan tinggi,Kabel Fiber,Jakarta Timur,Sedang,2025-01-12 03:04:30
5575,Jalan Jalan Cengkareng amblas sedikit dan berlubang depan masjid,Jalan,Jakarta Pusat,Sedang,2025-02-14 21:46:03
5576,Beberapa titik drainase Gang Anggrek tersumbat menyebabkan genangan,Drainase,Jakarta Utara,Sedang,2025-04-27 19:34:48
5577,Drainase Jalan Haji Nawi rusak berat banjir menggenangi rumah warga,Drainase,Jakarta Pusat,Berat,2025-09-26 12:13:26
5578,Permukaan jalan Jalan Gajah Mada mengelupas sedikit,Jalan,Jakarta Timur,Ringan,2025-06-08 13:45:41
5579,Instalasi kabel fiber Jalan Haji Nawi kurang rapi mengganggu estetika,Kabel Fiber,Jakarta Pusat,Ringan,2025-03-04 16:37:16
5580,Ubin trotoar di Jalan Rasuna Said banyak yang copot dan berlubag,Trotoar,Kepulauan Seribu,Sedang,2025-06-12 19:03:24
5581,Taman Jalan Ciledug Raya sedikit kotor ada sampah berserakan,Taman,Jakarta Utara,Ringan,2025-08-01 01:01:38
5582,Drainase Jalan Casablanca jebol air membanjiri jalan dan rumah warga sekitar,Drainase,Jakarta Barat,Berat,2025-11-21 18:19:51
5583,Tutup got di Jalan Pangeran Jayakarta hilang berbahaya bagi pejalan kaki,Drainase,Jakarta Pusat,Sedang,2025-03-10 16:37:16
5584,Kerusakan struktural jembatan Jalan Raya Kembangan sangat kritis bahaya roboh,Jembatan,Jakarta Timur,Berat,2025-03-02 09:58:24
5585,Kabel fiber Jalan Sudirman sedikit terkelupas di bagian sambungan,Kabel Fiber,Jakarta Selatan,Ringan,2025-07-22 08:50:57
5586,Saluran drainase Jalan Ciledug Raya perlu perawatan ringan sebelum musim hujan,Drainase,Jakarta Pusat,Ringan,2025-12-28 17:39:27
5587,Ubin trotoar Gang Dahlia banyak yang hilang meninggalkan lubang,Trotoar,Jakarta Selatan,Sedang,2025-07-16 13:03:20
5588,Beberapa kabel fiber di Gang Anggrek putus menyebabkan area mati sinyal,Kabel Fiber,Jakarta Utara,Sedang,2025-07-09 05:00:52
5589,PONDASI JEMBATAN JALAN OTISTA AMBLAS DARURAT HARUS SEGERA DIEVAKUASI,Jembatan,Jakarta Pusat,Berat,2025-05-11 13:55:23
5590,Lampu jalan Jalan Rasuna Said casing nya sedikit retak tapi masih menyala,Lampu Jalan,Jakarta Pusat,Ringan,2025-08-25 14:21:34
5591,Lantai kayu jembatan Jalan Kebon Jeruk lapuk dan berlubang berbahaya,Jembatan,Jakarta Utara,Sedang,2025-01-19 14:50:19
5592,Kabel fiber Jalan TB Simatupang sedikit terkelupas di bagian sambungan,Kabel Fiber,Jakarta Barat,Ringan,2025-06-08 06:50:32
5593,Cat jembatan di Jalan Pramuka mulai mengelupas perlu dicat ulang,Jembatan,Jakarta Pusat,Ringan,2025-10-01 13:08:15
5594,Tiang  lampu  jalan  Jalan  Gunung  Sahari  sedikit  miring  namun  masih  aman,Lampu Jalan,Jakarta Utara,Ringan,2025-06-09 12:56:24
5595,Terdapat lubang sangat besar di jalan Jalan Ahmad Yani membahayakan pengendara,Jalan,Jakarta Barat,Berat,2025-03-28 20:11:49
5596,Saluran air Jalan Raya Bekasi tersumbat dan bau tidak sedap menyebar,Drainase,Jakarta Selatan,Sedang,2025-07-11 22:18:03
5597,Permukaan trotoar Jalan Casablanca sedikit tidak rata,Trotoar,Jakarta Barat,Ringan,2025-02-13 20:21:38
5598,Kondisi  trotoar  Jalan  Raya  Kembangan  sngat  kritis  dan  berbahaya  harus  segera  diperbaiki,Trotoar,Jakarta Pusat,Berat,2025-10-12 07:59:03
5599,Instalasi kabel fiber jln Kebon Jeruk kurang rapi mengganggu estetika,Kabel Fiber,Jakarta Utara,Ringan,2025-01-23 21:27:10
5600,Sistem drainase Jalan TB Simatupang kolaps total banjir mengancam pemukiman warga,Drainase,Jakarta Selatan,Berat,2025-03-04 05:09:18
5601,Drainase Jalan Gunung Sahari jebol menyebabkan banjir parah di pemukiman warga,Drainase,Jakarta Selatan,Berat,2025-03-31 14:27:56
5602,Trotoar Jalan Otista hancur total gak bisa digunakan pejalan kaki sama sekali anak anak sering lewat sini,Trotoar,Kepulauan Seribu,Berat,2025-08-23 21:30:19
5603,Jembatan Jalan Meruya ada retakan kecil di permukaan beton,Jembatan,Kepulauan Seribu,Ringan,2025-07-05 10:39:04
5604,Lubang besar di jalan Jalan Panjang sangat berbahaya bisa menyebabkan kecelakaan,Jalan,Jakarta Timur,Berat,2025-07-01 03:05:11
5605,Jembatan Jalan Raya Pasar Minggu patah di bagian tengah sangat berbahaya darurat,Jembatan,Jakarta Pusat,Berat,2025-05-23 03:05:23
5606,Kondisi jlan Jalan Hayam Wuruk kritis hampir tidak layak dilalui,Jalan,Jakarta Pusat,Berat,2025-09-27 08:34:51
5607,Drainase Gang Dahlia tidak berfungsi dan menyebabkan banjir kecil,Drainase,Jakarta Pusat,Sedang,2025-09-21 12:03:00
5608,Saluran got Jalan Meruya mulai menyempit karena endapan,Drainase,Jakarta Pusat,Ringan,2025-09-01 03:30:37
5609,Permukaan jembatan Gang Mawar mulai kasar dan tidak rata,Jembatan,Kepulauan Seribu,Ringan,2025-09-13 15:45:31
5610,Jalur kabel fiber di Jalan Gajah Mada ga tertata sama baik,Kabel Fiber,Jakarta Selatan,Ringan,2025-09-05 06:55:05
5611,Trotoar Jalan Otista rusak berat ada yang ambles ke saluran drainase bawahnya,Trotoar,Jakarta Timur,Berat,2025-03-19 19:56:22
5612,Saluran drainas di Jalan Muara Baru sedikit tersumbat sampah daun tolong segera ditangani anak anak sering lewat sini,Drainase,Jakarta Timur,Ringan,2025-08-30 00:59:51
5613,Beberapa bata trotoar Jalan Pramuka retak ringan,Trotoar,Jakarta Barat,Ringan,2025-05-15 04:45:26
5614,Jalan Jalan Kebon Jeruk amblas dalam dan lebar sangat mengancam keselamatan,Jalan,Jakarta Barat,Berat,2025-05-28 05:40:51
5615,Drainase di Gang Dahlia perlu pembersihan rutin lumpur menumpuk,Drainase,Jakarta Timur,Ringan,2025-07-03 04:46:07
5616,Taman Jalan Casablanca rusak berat akibat vandalisme parah butuh renovasi total,Taman,Jakarta Pusat,Berat,2025-03-02 06:33:16
5617,Drainase Jalan Daan Mogot tersumbat menyebabkan genangan air saat hujan,Drainase,Jakarta Selatan,Sedang,2025-04-24 15:21:14
5618,Kondisi jembatan Jalan Gajah Mada kritis hampir tidak layak digunakan darurat mutlak,Jembatan,Jakarta Barat,Berat,2025-07-12 22:37:46
5619,Kabel fiber Gang Mawar putus massal akibat bencana menyebabkan blackout digital,Kabel Fiber,Kepulauan Seribu,Berat,2025-07-28 17:03:29
5620,Retakan halus di aspal jalan Jalan Rasuna Said perlu perhatian,Jalan,Jakarta Barat,Ringan,2025-09-12 20:10:23
5621,Jembatan Jalan Raya Kembangan hampir roboh sangat mengancam keselamatan jiwa,Jembatan,Jakarta Barat,Berat,2025-05-31 16:11:19
5622,Tiang lampu jalan di Jalan Rasuna Said patah akibat ditabrak kendaraan,Lampu Jalan,Jakarta Timur,Berat,2025-03-04 21:35:44
5623,Taman Jalan Warung Buncit agak gersang perlu penambahan tanaman,Taman,Jakarta Pusat,Ringan,2025-04-17 10:56:16
5624,Drainase Jalan Gajah Mada tersumbat menyebabkan genangan air saat hujan,Drainase,Jakarta Barat,Sedang,2025-06-26 08:03:02
5625,Ada retakan tipis di permukaan jalan Jalan Daan Mogot,Jalan,Jakarta Timur,Ringan,2025-11-14 08:19:41
5626,Permukaan trotoar Jalan Pramuka tidak rata berbahaya untuk lansia dan difabel,Trotoar,Kepulauan Seribu,Sedang,2025-06-10 20:29:21
5627,Lampu penerangan di Jalan Warung Buncit kurang terang perlu diganti,Lampu Jalan,Jakarta Pusat,Ringan,2025-12-05 06:54:56
5628,Terdapat keretakan kecil di aspal jalan Gang Anggrek,Jalan,Jakarta Selatan,Ringan,2025-02-04 04:12:09
5629,Rel pagar jembatan di Gang Anggrek berkarat perlu perawatan,Jembatan,Jakarta Barat,Ringan,2025-12-15 09:49:34
5630,Rel pagar jembatan di Jalan Haji Nawi berkarat perlu perawatan,Jembatan,Jakarta Timur,Ringan,2025-10-25 23:46:31
5631,Paving block trotoar Jalan Muara Baru sedikit terangkat perlu diperbaiki,Trotoar,Kepulauan Seribu,Ringan,2025-11-20 23:52:05
5632,Tiang lampu jalan Jalan Gajah Mada roboh sangat berbahaya menghalangi jalan,Lampu Jalan,Jakarta Barat,Berat,2025-08-15 12:48:13
5633,Instalasi kabel fiber Jalan Ciledug Raya kurang rapi mengganggu estetika,Kabel Fiber,Jakarta Selatan,Ringan,2025-04-22 09:41:41
5634,Kap lampu jalan di Jalan Rasuna Said kotor mengurangi pencahayaan,Lampu Jalan,Jakarta Pusat,Ringan,2025-11-24 05:31:10
5635,Beberapa tanaman di taman Gang Mawar layu perlu disiram,Taman,Jakarta Timur,Ringan,2025-01-07 17:34:24
5636,Kerusakan jalan di Jalan Raya Kembangan cukup parah ada beberapa lubang,Jalan,Jakarta Timur,Sedang,2025-11-06 02:57:30
5637,Bangku taman di Jalan Mangga Dua rusak dan tidak bisa digunakan,Taman,Jakarta Selatan,Sedang,2025-06-23 00:41:34
5638,Jalan Gang Anggrek retak kecil akibat cuaca panas,Jalan,Kepulauan Seribu,Ringan,2025-01-26 02:38:50
5639,Tiang lampu jalan Jalan Sudirman patah miring hampir jatuh ke jalan,Lampu Jalan,Kepulauan Seribu,Berat,2025-07-31 07:52:02
5640,Lampu jalan di Jalan Pluit redup tidak seterang biasanya,Lampu Jalan,Jakarta Selatan,Ringan,2025-05-11 22:40:12
5641,Sambungan kabel fiber di Jalan Haji Nawi terputus layanan internet terganggu samping pom bensin,Kabel Fiber,Jakarta Barat,Sedang,2025-01-13 19:50:14
5642,Ada kabel fiber di Jalan Sudirman yang pengikatnya lepas,Kabel Fiber,Kepulauan Seribu,Ringan,2025-06-24 17:32:53
5643,Jembatan Jalan Sudirman ada retakan kecil di permukaan beton,Jembatan,Jakarta Timur,Ringan,2025-03-09 19:57:14
5644,Jalan Jalan Haji Nawi rusak berat hampir tidak bisa dilalui kendaraan,Jalan,Jakarta Selatan,Berat,2025-06-28 07:56:19
5645,URGENT!! Tiang lampu jalan di Jalan Haji Nawi miring cukup parah perlu segera diperbaiki,Lampu Jalan,Jakarta Selatan,Sedang,2025-01-02 22:50:40
5646,Trotoar Jalan Ahmad Yani banyak ubin pecah sangat tidak nyaman dilalui,Trotoar,Kepulauan Seribu,Sedang,2025-12-04 16:04:45
5647,Taman Gang Melati rumputnya sudah panjang perlu dipotong,Taman,Jakarta Barat,Ringan,2025-07-15 15:32:18
5648,Lantai kayu jembatan Gang Mawar lapuk dan berlubang berbahaya,Jembatan,Jakarta Selatan,Sedang,2025-09-29 02:53:27
5649,Seluruh jaringan kabel fiber di Jalan Meruya putus total tidak ada sinyal,Kabel Fiber,Jakarta Pusat,Berat,2025-06-06 08:16:16
5650,Tanaman hias di taman Jalan Panjang perlu perawatan rutin,Taman,Jakarta Selatan,Ringan,2025-11-12 08:16:27
5651,Lampu jalan Jalan Casablanca mati total sudah beberapa hari tidak diperbaiki depan masjid,Lampu Jalan,Kepulauan Seribu,Sedang,2025-01-27 17:13:52
5652,Trotoar Jalan Raya Kembangan tidak bisa digunakan sama sekali kondisi darurat,Trotoar,Jakarta Timur,Berat,2025-09-29 11:44:04
5653,Taman Jalan Warung Buncit hancur total akibat banjir semua fasilitas rusak sudah 2 minggu belum diperbaiki,Taman,Jakarta Barat,Berat,2025-08-20 19:13:28
5654,Ada celah kecil di aspal jalan dekat Jalan Haji Nawi,Jalan,Jakarta Timur,Ringan,2025-12-26 17:06:00
5655,Got Jalan Sisingamangaraja penuh sampah dan lumpur tidak bisa mengalir,Drainase,Jakarta Barat,Sedang,2025-11-22 20:48:58
5656,Jalan Jalan Raya Pasar Minggu mengalami retak kecil sepanjang 20 meter,Jalan,Jakarta Pusat,Ringan,2025-12-22 10:15:41
5657,Taman jln Ciledug Raya tidak bisa digunakan semua infrastruktur russk berat,Taman,Jakarta Barat,Berat,2025-10-04 04:34:29
5658,Kondisi trotoar Jalan Sisingamangaraja cukup memprihatinkan banyak kerusakan merata,Trotoar,Kepulauan Seribu,Sedang,2025-09-17 21:16:55
5659,Sistem drainase jln TB Simatupang kolaps total banjir mengancam pemukiman warga,Drainase,Jakarta Selatan,Berat,2025-09-24 12:51:39
5660,Ada kerusakan jalan di Jalan Pramuka dengan lubang sedang,Jalan,Jakarta Utara,Sedang,2025-10-19 13:37:33
5661,Saluran induk drainase Jalan Daan Mogot tersumbat total banjir meluas ke mana mana,Drainase,Jakarta Selatan,Berat,2025-09-25 04:56:56
5662,Jembatan Jalan Haji Nawi ambles parah dan menutup akses jalan utama,Jembatan,Kepulauan Seribu,Berat,2025-12-20 01:19:20
5663,Trotoar Jalan Cengkareng perlu pengecatan ulang marka sudah pudar,Trotoar,Kepulauan Seribu,Ringan,2025-08-19 22:08:53
5664,Jembatan Jalan Sisingamangaraja ada sedikit kerusakan minor di permukaan,Jembatan,Kepulauan Seribu,Ringan,2025-08-04 08:53:28
5665,Pondasi jembatan Jalan Muara Baru amblas darurat harus segera dievakuasi,Jembatan,Jakarta Utara,Berat,2025-11-05 08:24:14
5666,Saluran got Jalan Raya Kembangan hancur total menyebabkan banjir besar,Drainase,Jakarta Timur,Berat,2025-01-26 02:55:46
5667,Fasilitas taman Jalan Daan Mogot banyak yang rusak perlu diperbaiki,Taman,Jakarta Pusat,Sedang,2025-10-18 23:24:45
5668,Pemasangan kabel fiber di Jalan Pangeran Jayakarta tidak rapi menggantung rendah,Kabel Fiber,Jakarta Timur,Ringan,2025-05-06 08:08:57
5669,Tempat duduk di taman Jalan Fatmawati hampir semua rusak tidak layak,Taman,Jakarta Pusat,Sedang,2025-04-27 17:41:14
