deskripsi_laporan,jenis_infrastruktur,kota_administrasi,tingkat_kerusakan,date_laporan,tingkat_kerusakan_encoded
lantai jembatan jl tb simatupang berlubaan berbahaya bagi kendaraan warga sekitar sudah mengeluh,jembatan,jakarta utara,sedang,2025-09-24 09:06:26,1
jembatan jalan raya pasar minggu ada retakan kecil di permukaan beton,jembatan,jakarta utara,ringan,2025-07-31 03:09:13,0
badan jalan jalan mangga dua ambles sangat berbahaya terutama malam hari,jalan,jakarta selatan,berat,2025-08-10 01:31:30,2
tiang penyangga kabel fiber di jalan warung buncit patah menimpa rumah warga,kabel fiber,jakarta barat,berat,2025-10-09 07:14:53,2
cat jembatan di jalan kebon jeruk mulai mengelupas perlu dicat ulang,jembatan,kepulauan seribu,ringan,2025-03-25 10:27:11,0
aspal di atas jembatan jalan pangeran jayakarta retak tipis perlu penambalan,jembatan,jakarta selatan,ringan,2025-04-24 22:32:42,0
beberapa bata trotoar jalan kebon jeruk retak ringan,trotoar,jakarta timur,ringan,2025-10-20 09:37:36,0
drainase jalan haji nawi jebol air membanjiri jaln dan rumah warga sekitar,drainase,jakarta timur,berat,2025-02-20 14:51:00,2
drainase jalan raya bekasi tersumbat menyebabkan genangan air saat hujan,drainase,jakarta barat,sedang,2025-02-23 08:10:56,1
permukaan trotoar jalan warung buncit tidak rata berbahaya untuk lansia dan difabel,trotoar,jakarta timur,sedang,2025-07-28 21:08:01,1
drainase jalan pluit meluap saat hujan deras meski sebentar samping pom bensin,drainase,jakarta selatan,sedang,2025-04-15 01:32:29,1
trotoar gang mawar rusak parah pejalan kaki terpaksa jalan di badan jalan,trotoar,jakarta selatan,sedang,2025-09-28 05:06:05,1
drainase gang melati kurang bersih perlu segera diperhatikan,drainase,kepulauan seribu,ringan,2025-07-02 05:42:42,0
jalur pejalan kaki di taman gang mawar rusak dan berlubang anak anak sering lewat sini,taman,jakarta selatan,sedang,2025-11-01 20:51:42,1
ada retakan tipis di permukaan jalan jalan rasuna said,jalan,jakarta pusat,ringan,2025-11-09 03:54:59,0
beberapa titik drainase jalan pramuka tersumbat menyebabkan genangan,drainase,jakarta utara,sedang,2025-09-26 02:15:23,1
pohon tumbang besar di taman jalan raya bekasi sangat membahayakan warga sekitar,taman,jakarta barat,berat,2025-11-23 19:36:32,2
banyak lubang kecil sedang di badan jalan jalan panjang,jalan,jakarta timur,sedang,2025-10-17 18:28:57,1
taman jalan raya bekasi agak gersang perlu penambahan tanaman,taman,jakarta pusat,ringan,2025-03-29 03:05:28,0
kabel fiber di tiang jalan mangga dua terlihat longgar,kabel fiber,jakarta timur,ringan,2025-01-24 17:32:40,0
trotoar jalan haji nawi banyak ubin pecah sangat tidak nyaman dilalui,trotoar,kepulauan seribu,sedang,2025-10-31 09:59:42,1
lantai jembatan jalan pangeran jayakarta berlubang berbahaya bagi kendaraan,jembatan,jakarta barat,sedang,2025-09-01 02:34:59,1
taman gang anggrek sedikit kotor ada sampah berserakan,taman,jakarta pusat,ringan,2025-07-29 08:19:34,0
lampu jalan jalan ahmad yani mati pada jam tertentu saja,lampu jalan,jakarta utara,ringan,2025-03-06 03:28:56,0
ada lampu jalan di jalan warung buncit yang sering mati hidup sendiri,lampu jalan,kepulauan seribu,ringan,2025-06-17 16:47:59,0
trotoar gang anggrek runtuh dan menimbulkan lubang besar di pinggir jalan,trotoar,jakarta timur,berat,2025-04-19 14:32:23,2
pohon besar di taman jalan pramuka tumbang dan merusak fasilitas sekitar,taman,jakarta barat,berat,2025-08-30 00:34:11,2
got jalan raya pasar minggu penuh sampah dan lumpur tidak bisa mengalir,drainase,jakarta utara,sedang,2025-01-26 00:16:34,1
fasilitas taman jalan sisingamangaraja banyak yang rusak perlu diperbaiki,taman,jakarta utara,sedang,2025-01-14 15:20:30,1
lampu jalan jalan daan mogot meledak dan membakar kabel di sekitarnya,lampu jalan,jakarta timur,berat,2025-11-03 05:53:12,2
trotoar gang anggrek ambles di beberapa titik berbahaya pejln kaki,trotoar,jakarta utara,sedang,2025-07-19 02:19:38,1
saluran air di jalan rasuna said kotor dan berbau perlu dibersihkan,drainase,kepulauan seribu,ringan,2025-07-03 20:42:05,0
bangku taman di jalan hayam wuruk rusak dan tidak bisa digunakan,taman,jakarta pusat,sedang,2025-03-17 15:43:52,1
cat jembatan di jalan casablanca mulai mengelupas perlu dicat ulang,jembatan,jakarta timur,ringan,2025-10-09 05:38:42,0
lampu jalan jalan pangeran jayakarta mati total sudah beberapa hari tidak diperbaiki,lampu jalan,jakarta utara,sedang,2025-07-18 16:09:29,1
lampu jalan gang anggrek cahayanya mulai memudar,lampu jalan,jakarta utara,ringan,2025-12-25 12:37:42,0
got jalan raya bekasi retak dan bocor air merembes ke jalan,drainase,kepulauan seribu,sedang,2025-08-22 20:03:17,1
lampu jalan jalan pramuka kabelnya terkelupas berbahaya bila hujan,lampu jalan,kepulauan seribu,sedang,2025-01-19 11:14:45,1
kabel fiber jalan ahmad yani menyebabkan kebakaran karena korsleting parah,kabel fiber,jakarta pusat,berat,2025-02-09 02:50:37,2
tutup got di jalan casablanca hilang berbahaya bagi pejalan kaki,drainase,jakarta timur,sedang,2025-07-04 11:27:02,1
instalasi kabel fiber jalan kebon jeruk kurang rapi mengganggu estetika,kabel fiber,jakarta timur,ringan,2025-08-29 17:41:15,0
saluran air di jalan pramuka kotor dan berbau perlu dibersihkan,drainase,jakarta utara,ringan,2025-03-16 09:43:57,0
pohon tumbang besar di taman jalan ciledug raya sangat membahayakan warga sekitar,taman,jakarta selatan,berat,2025-12-18 17:14:21,2
area jalan kebon jeruk gelap gulita karena banyak lampu jalan mati,lampu jalan,jakarta barat,sedang,2025-12-13 11:06:49,1
jembatan jalan sisingamangaraja hampir roboh sangat mengancam keselamatan jiwa,jembatan,jakarta selatan,berat,2025-08-19 21:42:41,2
taman jalan fatmawati rusak berat akibat vandalisme parah butuh renovasi total,taman,jakarta selatan,berat,2025-07-06 09:40:02,2
drainase jalan otista rusak berat banjir menggenangi rumah warga,drainase,kepulauan seribu,berat,2025-10-30 13:44:40,2
tiang penyangga kabel fiber di gang dahlia patah menimpa rumah warga,kabel fiber,jakarta selatan,berat,2025-05-27 19:24:24,2
rumput taman jalan ciledug raya mulai tidak terawat perlu dipangkas,taman,kepulauan seribu,ringan,2025-09-08 23:16:59,0
kabel fiber gang anggrek sedikit terkelupas di bagian sambungan,kabel fiber,jakarta pusat,ringan,2025-10-14 00:17:28,0
saluran got di jalan cengkareng mampet total air meluap ke jalan,drainase,jakarta pusat,sedang,2025-09-10 04:04:28,1
trotoar jalan raya kembangan rusak berat ada yang ambles ke saluran drainase bawahnya,trotoar,jakarta selatan,berat,2025-01-05 17:21:06,2
jalan jalan otista amblas parah dan sangat berbahaya bagi pengendara,jalan,kepulauan seribu,berat,2025-07-05 05:59:22,2
badan jalan jalan cengkareng ambles sangat berbahaya terutama malam hari,jalan,jakarta selatan,berat,2025-10-25 07:52:40,2
tiang penyangga kabel fiber di jalan raya kembangan patah menimpa rumah warga,kabel fiber,jakarta pusat,berat,2025-07-09 17:34:08,2
kabel fiber di tiang jalan haji nawi terlihat longgar,kabel fiber,jakarta pusat,ringan,2025-01-17 18:50:49,0
trotoar gang mawar berlubang dan bhs bagi pejl kaki,trotoar,jakarta timur,sedang,2025-04-09 17:25:34,1
kabel fiber jalan warung buncit terbakar menyebabkan pemadaman internet massal,kabel fiber,jakarta utara,berat,2025-12-17 07:39:02,2
trotoar gang melati banyak ubin pecah sangat tidak nyaman dilalui,trotoar,jakarta utara,sedang,2025-07-05 08:25:30,1
jembatan jalan mangga dua retak parah dan sangat berbahaya harus ditutup,jembatan,jakarta utara,berat,2025-03-25 16:28:38,2
drainase gang melati jebol menyebabkan banjir parah di pemukiman warga,drainase,jakarta utara,berat,2025-10-03 13:01:39,2
taman jalan sisingamangaraja rumputnya sudah panjang perlu dipotong,taman,kepulauan seribu,ringan,2025-02-03 09:04:13,0
kabel fiber di jalan warung buncit sedikit kendur perlu dikencangkan,kabel fiber,jakarta utara,ringan,2025-02-19 23:15:22,0
jembatan jalan raya kembangan ada bagian yang ambles tidak rata,jembatan,jakarta timur,sedang,2025-11-25 19:40:52,1
instalasi kabel fiber di gang dahlia rusak dan mengganggu layanan,kabel fiber,jakarta utara,sedang,2025-03-27 06:45:26,1
kabel fiber jalan fatmawati mengurai dan menggantung di tengah jalan,kabel fiber,jakarta utara,sedang,2025-02-08 06:30:46,1
jembatan jalan pramuka ada sedikit kerusakan minor di permukaan,jembatan,jakarta pusat,ringan,2025-07-29 00:21:11,0
ada kabel fiber di jalan daan mogot yang pengikatnya lepas,kabel fiber,jakarta timur,ringan,2025-04-02 08:20:35,0
jalan jalan ciledug raya rsak sangat parah ada lubang besar mengancam jiwa,jalan,jakarta barat,berat,2025-09-04 12:21:49,2
got gang melati retak dan bocor air merembes ke jalan mohon segera ditindaklanjuti,drainase,jakarta barat,sedang,2025-12-01 05:23:58,1
tiang kabel fiber di jalan panjang roboh menimpa kendaraan yang lewat mohon segera ditindaklanjuti,kabel fiber,jakarta selatan,berat,2025-05-25 09:31:09,2
jembatan jalan gunung sahari ada sedikit kerusakan minor di permukaan,jembatan,jakarta pusat,ringan,2025-05-04 19:06:27,0
jembatan jalan sisingamangaraja patah di bagian tengah sangat berbahaya darurat warga sekitar sudah mengeluh,jembatan,jakarta pusat,berat,2025-06-21 01:55:12,2
got gang anggrek ada sedikit sampah yang menghambat aliran air,drainase,jakarta selatan,ringan,2025-12-10 08:01:50,0
sambungan kabel fiber di jalan rasuna said terputus layanan internet terganggu,kabel fiber,jakarta selatan,sedang,2025-10-14 12:54:04,1
trotoar jalan gatot subroto runtuh dan menimbulkan lubang besar di pinggir jalan,trotoar,kepulauan seribu,berat,2025-08-25 23:30:57,2
ubin trotoar di gang anggrek banyak yang copot dan berlubang,trotoar,jakarta timur,sedang,2025-12-03 16:08:44,1
jembatan jalan pramuka ada retakan kecil di permukaan beton,jembatan,jakarta utara,ringan,2025-05-20 17:36:48,0
taman jalan gunung sahari rumputnya sudah panjang perlu dipotong,taman,jakarta barat,ringan,2025-09-21 01:34:34,0
area jalan warung buncit gelap gulita karena banyak lampu jalan mati,lampu jalan,jakarta utara,sedang,2025-12-01 12:29:53,1
kabel fiber jalan cengkareng putus massal akibat bencana menyebabkan blackout digital,kabel fiber,jakarta barat,berat,2025-09-05 03:17:05,2
permukaan trotoar jalan ciledug raya sedikit tidak rata,trotoar,jakarta selatan,ringan,2025-08-09 13:33:54,0
cat jembatan di jalan gunung sahari mulai mengelupas perlu dicat ulang,jembatan,kepulauan seribu,ringan,2025-02-26 07:53:20,0
trotoar di jalan ahmad yani ada beberapa ubin yang retak kecil,trotoar,jakarta pusat,ringan,2025-10-06 12:40:24,0
permukaan trotoar jalan pramuka sedikit tidak rata,trotoar,jakarta pusat,ringan,2025-05-18 13:39:42,0
drainase jalan rasuna said jebol air membanjiri jalan dan rumah warga sekitar,drainase,jakarta pusat,berat,2025-09-20 07:44:37,2
trotoar gang melati rusak parah pejalan kaki terpaksa jalan di badan jalan,trotoar,jakarta pusat,sedang,2025-07-23 19:35:28,1
got jalan raya pasar minggu ada sedikit sampah yang menghambat aliran air,drainase,kepulauan seribu,ringan,2025-05-30 16:24:36,0
jembatan jalan muara baru ada retakan kecil di permukaan beton,jembatan,kepulauan seribu,ringan,2025-05-23 02:20:21,0
trotoar gang anggrek rusak berat ada yang ambles ke saluran drainase bawahnya,trotoar,kepulauan seribu,berat,2025-10-09 10:51:42,2
jalur kabel fiber di jalan otista tidak tertata dengan baik,kabel fiber,jakarta timur,ringan,2025-01-04 03:39:08,0
jalan jalan otista berlubang di beberapa titik cukup mengganggu,jalan,jakarta timur,sedang,2025-12-20 21:11:03,1
jalan jalan fatmawati amblas parah dan banget berbahaya bagi pengendara,jalan,jakarta selatan,berat,2025-11-25 15:23:15,2
ada kabel fiber di gang melati yang pengikatnya lepas,kabel fiber,jakarta timur,ringan,2025-12-30 12:56:44,0
kabel fiber jalan cengkareng tergantung rendah berbahaya bagi kendaraan tinggi,kabel fiber,jakarta timur,sedang,2025-01-12 03:04:30,1
jalan jalan cengkareng amblas sedikit dan berlubang depan masjid,jalan,jakarta pusat,sedang,2025-02-14 21:46:03,1
beberapa titik drainase gang anggrek tersumbat menyebabkan genangan,drainase,jakarta utara,sedang,2025-04-27 19:34:48,1
drainase jalan haji nawi rusak berat banjir menggenangi rumah warga,drainase,jakarta pusat,berat,2025-09-26 12:13:26,2
permukaan jalan jalan gajah mada mengelupas sedikit,jalan,jakarta timur,ringan,2025-06-08 13:45:41,0
instalasi kabel fiber jalan haji nawi kurang rapi mengganggu estetika,kabel fiber,jakarta pusat,ringan,2025-03-04 16:37:16,0
ubin trotoar di jalan rasuna said banyak yang copot dan berlubag,trotoar,kepulauan seribu,sedang,2025-06-12 19:03:24,1
taman jalan ciledug raya sedikit kotor ada sampah berserakan,taman,jakarta utara,ringan,2025-08-01 01:01:38,0
drainase jalan casablanca jebol air membanjiri jalan dan rumah warga sekitar,drainase,jakarta barat,berat,2025-11-21 18:19:51,2
tutup got di jalan pangeran jayakarta hilang berbahaya bagi pejalan kaki,drainase,jakarta pusat,sedang,2025-03-10 16:37:16,1
kerusakan struktural jembatan jalan raya kembangan sangat kritis bahaya roboh,jembatan,jakarta timur,berat,2025-03-02 09:58:24,2
kabel fiber jalan sudirman sedikit terkelupas di bagian sambungan,kabel fiber,jakarta selatan,ringan,2025-07-22 08:50:57,0
saluran drainase jalan ciledug raya perlu perawatan ringan sebelum musim hujan,drainase,jakarta pusat,ringan,2025-12-28 17:39:27,0
ubin trotoar gang dahlia banyak yang hilang meninggalkan lubang,trotoar,jakarta selatan,sedang,2025-07-16 13:03:20,1
beberapa kabel fiber di gang anggrek putus menyebabkan area mati sinyal,kabel fiber,jakarta utara,sedang,2025-07-09 05:00:52,1
pondasi jembatan jalan otista amblas darurat harus segera dievakuasi,jembatan,jakarta pusat,berat,2025-05-11 13:55:23,2
lampu jalan jalan rasuna said casing nya sedikit retak tapi masih menyala,lampu jalan,jakarta pusat,ringan,2025-08-25 14:21:34,0
lantai kayu jembatan jalan kebon jeruk lapuk dan berlubang berbahaya,jembatan,jakarta utara,sedang,2025-01-19 14:50:19,1
kabel fiber jalan tb simatupang sedikit terkelupas di bagian sambungan,kabel fiber,jakarta barat,ringan,2025-06-08 06:50:32,0
cat jembatan di jalan pramuka mulai mengelupas perlu dicat ulang,jembatan,jakarta pusat,ringan,2025-10-01 13:08:15,0
tiang lampu jalan jalan gunung sahari sedikit miring namun masih aman,lampu jalan,jakarta utara,ringan,2025-06-09 12:56:24,0
terdapat lubang sangat besar di jalan jalan ahmad yani membahayakan pengendara,jalan,jakarta barat,berat,2025-03-28 20:11:49,2
saluran air jalan raya bekasi tersumbat dan bau tidak sedap menyebar,drainase,jakarta selatan,sedang,2025-07-11 22:18:03,1
permukaan trotoar jalan casablanca sedikit tidak rata,trotoar,jakarta barat,ringan,2025-02-13 20:21:38,0
kondisi trotoar jalan raya kembangan sngat kritis dan berbahaya harus segera diperbaiki,trotoar,jakarta pusat,berat,2025-10-12 07:59:03,2
instalasi kabel fiber jln kebon jeruk kurang rapi mengganggu estetika,kabel fiber,jakarta utara,ringan,2025-01-23 21:27:10,0
sistem drainase jalan tb simatupang kolaps total banjir mengancam pemukiman warga,drainase,jakarta selatan,berat,2025-03-04 05:09:18,2
drainase jalan gunung sahari jebol menyebabkan banjir parah di pemukiman warga,drainase,jakarta selatan,berat,2025-03-31 14:27:56,2
trotoar jalan otista hancur total gak bisa digunakan pejalan kaki sama sekali anak anak sering lewat sini,trotoar,kepulauan seribu,berat,2025-08-23 21:30:19,2
jembatan jalan meruya ada retakan kecil di permukaan beton,jembatan,kepulauan seribu,ringan,2025-07-05 10:39:04,0
lubang besar di jalan jalan panjang sangat berbahaya bisa menyebabkan kecelakaan,jalan,jakarta timur,berat,2025-07-01 03:05:11,2
jembatan jalan raya pasar minggu patah di bagian tengah sangat berbahaya darurat,jembatan,jakarta pusat,berat,2025-05-23 03:05:23,2
kondisi jlan jalan hayam wuruk kritis hampir tidak layak dilalui,jalan,jakarta pusat,berat,2025-09-27 08:34:51,2
drainase gang dahlia tidak berfungsi dan menyebabkan banjir kecil,drainase,jakarta pusat,sedang,2025-09-21 12:03:00,1
saluran got jalan meruya mulai menyempit karena endapan,drainase,jakarta pusat,ringan,2025-09-01 03:30:37,0
permukaan jembatan gang mawar mulai kasar dan tidak rata,jembatan,kepulauan seribu,ringan,2025-09-13 15:45:31,0
jalur kabel fiber di jalan gajah mada ga tertata sama baik,kabel fiber,jakarta selatan,ringan,2025-09-05 06:55:05,0
trotoar jalan otista rusak berat ada yang ambles ke saluran drainase bawahnya,trotoar,jakarta timur,berat,2025-03-19 19:56:22,2
saluran drainas di jalan muara baru sedikit tersumbat sampah daun tolong segera ditangani anak anak sering lewat sini,drainase,jakarta timur,ringan,2025-08-30 00:59:51,0
beberapa bata trotoar jalan pramuka retak ringan,trotoar,jakarta barat,ringan,2025-05-15 04:45:26,0
jalan jalan kebon jeruk amblas dalam dan lebar sangat mengancam keselamatan,jalan,jakarta barat,berat,2025-05-28 05:40:51,2
drainase di gang dahlia perlu pembersihan rutin lumpur menumpuk,drainase,jakarta timur,ringan,2025-07-03 04:46:07,0
taman jalan casablanca rusak berat akibat vandalisme parah butuh renovasi total,taman,jakarta pusat,berat,2025-03-02 06:33:16,2
drainase jalan daan mogot tersumbat menyebabkan genangan air saat hujan,drainase,jakarta selatan,sedang,2025-04-24 15:21:14,1
kondisi jembatan jalan gajah mada kritis hampir tidak layak digunakan darurat mutlak,jembatan,jakarta barat,berat,2025-07-12 22:37:46,2
kabel fiber gang mawar putus massal akibat bencana menyebabkan blackout digital,kabel fiber,kepulauan seribu,berat,2025-07-28 17:03:29,2
retakan halus di aspal jalan jalan rasuna said perlu perhatian,jalan,jakarta barat,ringan,2025-09-12 20:10:23,0
jembatan jalan raya kembangan hampir roboh sangat mengancam keselamatan jiwa,jembatan,jakarta barat,berat,2025-05-31 16:11:19,2
tiang lampu jalan di jalan rasuna said patah akibat ditabrak kendaraan,lampu jalan,jakarta timur,berat,2025-03-04 21:35:44,2
taman jalan warung buncit agak gersang perlu penambahan tanaman,taman,jakarta pusat,ringan,2025-04-17 10:56:16,0
drainase jalan gajah mada tersumbat menyebabkan genangan air saat hujan,drainase,jakarta barat,sedang,2025-06-26 08:03:02,1
ada retakan tipis di permukaan jalan jalan daan mogot,jalan,jakarta timur,ringan,2025-11-14 08:19:41,0
permukaan trotoar jalan pramuka tidak rata berbahaya untuk lansia dan difabel,trotoar,kepulauan seribu,sedang,2025-06-10 20:29:21,1
lampu penerangan di jalan warung buncit kurang terang perlu diganti,lampu jalan,jakarta pusat,ringan,2025-12-05 06:54:56,0
terdapat keretakan kecil di aspal jalan gang anggrek,jalan,jakarta selatan,ringan,2025-02-04 04:12:09,0
rel pagar jembatan di gang anggrek berkarat perlu perawatan,jembatan,jakarta barat,ringan,2025-12-15 09:49:34,0
